Customer_ID,Churn
19150,0
16208,0
14115,0
17389,0
16790,0
12297,0
13318,0
17745,0
17475,0
17910,0
13658,0
15703,0
14644,0
19020,0
16077,1
16536,0
15057,0
13750,1
17260,0
15728,1
15862,0
10629,1
18974,0
17069,0
12975,1
15191,0
13370,0
19589,0
16283,0
18865,0
15746,0
14844,0
13263,0
14685,0
17291,0
17751,0
17893,0
17207,0
10258,0
14906,0
14074,0
17533,1
18215,0
13729,0
10441,0
17115,0
12301,0
17811,0
13827,0
19063,0
10093,0
18270,0
10989,0
11170,0
16213,0
18561,1
12316,0
16792,0
11476,0
12166,1
18928,0
14728,0
15278,0
16849,0
16671,1
17754,0
14194,0
14158,1
16121,0
13936,0
18577,0
16757,0
11058,0
12777,0
18463,0
15363,0
17177,0
10615,0
13715,0
12929,0
17637,0
14005,0
12703,0
17114,0
18635,0
16044,0
12135,0
18426,0
14330,0
16897,0
13724,0
15130,0
18691,0
18579,0
17299,0
14026,0
10216,1
10641,0
11127,0
19059,0
15928,0
19072,0
10556,1
15033,1
13537,0
17279,1
14259,0
15286,0
16657,0
16135,0
18706,0
11441,0
18208,0
19463,0
17063,0
13568,0
12549,0
13574,0
18610,0
15284,1
18601,0
15477,1
11226,0
14310,0
11797,0
15584,0
13415,0
18128,0
17543,0
12604,0
12000,0
16480,0
10921,0
15297,0
10582,0
14070,0
19352,1
10613,0
16232,0
13891,0
17464,0
15886,0
11779,0
11993,0
19862,1
12402,0
19361,0
10561,0
15764,0
19110,0
15126,0
14304,0
17930,0
19974,0
16675,0
18068,0
10129,0
12046,0
18012,1
15966,0
17798,1
19385,0
13473,0
12815,0
11972,0
10724,0
15481,0
12059,0
13792,0
18414,0
12523,0
16183,0
16874,0
11214,0
13325,0
18665,0
17563,1
12508,0
14738,0
15889,0
18022,1
19802,0
15833,1
10914,1
14169,0
15489,1
15848,0
11137,0
11265,0
19217,0
14705,0
13413,0
14556,0
15793,0
15495,0
17482,0
12550,0
15560,0
18432,0
15388,0
17760,0
17925,0
17612,1
14076,0
10746,0
10980,0
18237,0
15572,0
11015,0
13996,0
16654,0
18212,0
18223,0
10448,0
12236,0
13209,0
10476,0
16376,1
15263,0
13222,0
16878,0
14014,1
10957,0
13329,0
15024,0
16446,1
11789,0
19435,0
13330,0
17528,0
13802,0
16801,0
18238,0
10221,0
19709,0
12275,0
14295,0
19392,0
13578,0
19758,0
17536,1
14511,0
17326,0
11945,0
15674,0
15470,0
15623,0
15026,0
12938,0
13351,0
13803,0
12851,0
15436,0
13968,1
19561,0
19775,0
10237,0
17420,1
19535,0
10051,1
12718,0
14320,1
18890,1
13542,1
10423,0
13843,0
13504,0
19249,0
16816,0
17770,0
10344,0
18191,1
12922,0
12476,0
17534,0
11432,0
10552,0
17775,0
15620,0
10895,0
10781,0
19991,0
15626,0
15585,0
16301,1
10451,0
16178,0
16719,0
14762,0
10044,0
12043,1
16827,0
16026,0
14323,1
11398,0
15727,0
19347,0
11033,1
16604,1
12437,0
16364,0
16370,0
16998,0
14841,0
14440,0
14986,0
16366,0
19975,1
10698,0
17842,0
19539,0
15386,0
16975,0
10679,0
13637,0
10028,0
14789,1
17743,0
16505,1
15195,0
13016,0
17937,0
16732,0
17001,0
16138,0
14247,0
12873,0
16320,0
12712,0
15715,0
15189,1
19143,0
15749,0
19515,1
18275,1
17003,0
14165,0
17295,1
17388,0
17624,0
16425,1
10619,0
11340,0
11920,0
14125,0
14364,0
19478,0
15103,0
16325,0
19287,0
14355,0
18380,0
10796,0
10111,0
16272,0
10789,1
19153,0
14613,0
12888,0
12252,0
12502,0
15347,0
18622,0
18026,0
12353,0
13665,0
19666,0
18717,0
16004,0
11243,0
19953,0
15643,0
11775,1
18080,0
14927,0
10097,0
16159,1
10284,0
11688,0
18924,1
16218,0
13357,0
15479,1
19333,0
10128,0
10779,1
18144,0
13913,0
18254,0
15669,0
15690,0
13341,0
10536,0
11860,0
11818,0
19521,1
11852,0
16249,0
10278,0
19759,0
16021,0
11189,0
10783,0
16223,0
14990,0
19220,0
11273,0
11760,0
13708,0
14721,0
10553,1
18692,1
12720,0
13695,0
10012,1
19620,0
12977,1
11292,0
17272,0
16540,0
18124,0
17347,0
19748,0
12490,0
13589,0
14934,0
12962,0
17544,0
19295,0
12706,0
18820,0
18423,0
16713,0
13675,0
17134,0
15685,0
12637,0
15454,0
19990,0
15076,0
16812,0
12509,0
14004,0
18159,0
14106,0
17564,0
12276,0
17159,0
11144,1
18409,0
17531,0
12520,1
12070,0
12237,0
11943,1
15760,1
12339,0
12731,0
10903,0
17707,0
19480,0
14764,0
13896,0
12051,0
10768,0
16704,0
10558,0
12660,0
11093,0
14913,0
18263,0
13726,0
15897,1
16902,0
13328,0
11345,0
18636,0
14652,0
16323,0
13592,0
10063,0
11637,0
14129,0
18442,0
19508,0
10581,0
14640,1
11425,1
14507,0
14498,0
12312,0
18025,0
17586,0
14704,1
10295,0
15512,1
15831,1
18973,0
14620,0
